Регіон,Ройон/Місто обласного значення,Місцева рада,КОАТУУ,Громада,Код громади,Примітка
Херсонська область,Голопристанський район,Чорноморська сільська рада,6522385500,Бехтерська сільська громада,UA65080010000062554,
Херсонська область,Голопристанський район,Чулаківська сільська рада,6522386000,Чулаківська сільська громада,UA65080170000067222,
Херсонська область,Горностаївський район,Горностаївська селищна рада,6522655100,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Антонівська сільська рада,6522680300,Костянтинівська сільська громада,UA65060130000026961,
Херсонська область,Горностаївський район,Великоблаговіщенська сільська рада,6522680500,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Дубівська сільська рада,6522681000,Костянтинівська сільська громада,UA65060130000026961,
Херсонська область,Горностаївський район,Заводівська сільська рада,6522681500,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Козаче-Лагерська сільська рада,6522682000,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Каїрська сільська рада,6522682500,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Костянтинівська сільська рада,6522683000,Костянтинівська сільська громада,UA65060130000026961,
Херсонська область,Горностаївський район,Маринська сільська рада,6522683300,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Ольгинська сільська рада,6522683500,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Славненська сільська рада,6522684000,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Червоноблагодатненська сільська рада,6522684500,Горностаївська селищна громада,UA65060070000037346,
Херсонська область,Горностаївський район,Червонополянська сільська рада,6522685000,Костянтинівська сільська громада,UA65060130000026961,
Херсонська область,Іванівський район,Іванівська селищна рада,6522955100,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Балашівська сільська рада,6522980500,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Благодатненська сільська рада,6522981000,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Воскресенська сільська рада,6522981200,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Дружбівська сільська рада,6522981500,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Любимівська сільська рада,6522982400,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Нововасилівська сільська рада,6522983000,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Новодмитрівська сільська рада,6522983600,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Новомиколаївська сільська рада,6522983800,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Новосеменівська сільська рада,6522984000,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Першотравнева сільська рада,6522984800,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Трохимівська сільська рада,6522985900,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Українська сільська рада,6522986500,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Фрунзенська сільська рада,6522987000,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Іванівський район,Шотівська сільська рада,6522987400,Іванівська селищна громада,UA65040030000056170,
Херсонська область,Каланчацький район,Каланчацька селищна рада,6523255100,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Мирненська селищна рада,6523255400,Мирненська селищна громада,UA65080110000032706,
Херсонська область,Каланчацький район,Олександрівська сільська рада,6523281100,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Олексіївська сільська рада,6523281300,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Гаврилівська сільська рада,6523282200,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Новоолександрівська сільська рада,6523283100,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Новокиївська сільська рада,6523283300,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Новопавлівська сільська рада,6523283400,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Привільська сільська рада,6523284400,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Роздольненська сільська рада,6523285500,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Хорлівська сільська рада,6523286600,Каланчацька селищна громада,UA65080070000011930,
Херсонська область,Каланчацький район,Червоночабанська сільська рада,6523287700,Мирненська селищна громада,UA65080110000032706,
Херсонська область,Каховський район,Любимівська селищна рада,6523555100,Любимівська селищна громада,UA65060150000054200,
Херсонська область,Каховський район,Василівська сільська рада,6523580500,Любимівська селищна громада,UA65060150000054200,
Херсонська область,Каховський район,Волинська сільська рада,6523580700,Тавричанська сільська громада,UA65060230000076026,
Херсонська область,Каховський район,Дмитрівська сільська рада,6523581000,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Дудчинська сільська рада,6523581500,Тавричанська сільська громада,UA65060230000076026,
Херсонська область,Каховський район,Заозерненська сільська рада,6523581800,Тавричанська сільська громада,UA65060230000076026,
Херсонська область,Каховський район,Кам'янська сільська рада,6523582000,Таврійська міська громада,UA65060250000073379,
Херсонська область,Каховський район,Коробківська сільська рада,6523582500,Каховська міська громада,UA65060110000017055,
Херсонська область,Каховський район,Костогризівська сільська рада,6523582700,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Малокаховська сільська рада,6523583500,Каховська міська громада,UA65060110000017055,
Херсонська область,Каховський район,Новокам'янська сільська рада,6523583600,Таврійська міська громада,UA65060250000073379,
Херсонська область,Каховський район,Роздольненська сільська рада,6523583800,Каховська міська громада,UA65060110000017055,
Херсонська область,Каховський район,Розо-Люксембургська сільська рада,6523584000,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Семенівська сільська рада,6523584500,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Слобідська сільська рада,6523584700,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Тавричанська сільська рада,6523585000,Тавричанська сільська громада,UA65060230000076026,
Херсонська область,Каховський район,Червоноперекопська сільська рада,6523585500,Зеленопідська сільська громада,UA65060090000037720,
Херсонська область,Каховський район,Чорнянська сільська рада,6523586000,Таврійська міська громада,UA65060250000073379,
Херсонська область,Каховський район,Чорноморівська сільська рада,6523586500,Каховська міська громада,UA65060110000017055,
Херсонська область,Нижньосірогозький район,Нижньосірогозька селищна рада,6523855100,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Анатолівська сільська рада,6523880200,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Братська сільська рада,6523880400,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Вербівська сільська рада,6523880500,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Верхньосірогозька сільська рада,6523881000,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Верхньоторгаївська сільська рада,6523881500,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Вільненська сільська рада,6523882000,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Дем'янівська сільська рада,6523882500,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Нижньоторгаївська сільська рада,6523883000,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Новоолександрівська сільська рада,6523883300,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Новопетрівська сільська рада,6523883500,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Першопокровська сільська рада,6523884000,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Сірогозька сільська рада,6523884300,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нижньосірогозький район,Степненська сільська рада,6523884500,Нижньосірогозька селищна громада,UA65040050000029613,
Херсонська область,Нововоронцовський район,Нововоронцовська селищна рада,6524155100,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Біляївська сільська рада,6524180500,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Нововоронцовський район,Гаврилівська сільська рада,6524181000,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Нововоронцовський район,Дудчанська сільська рада,6524181500,Милівська сільська громада,UA65020130000012731,
Херсонська область,Нововоронцовський район,Золотобалківська сільська рада,6524182000,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Нововоронцовський район,Хрещенівська сільська рада,6524182500,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Любимівська сільська рада,6524182800,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Миролюбівська сільська рада,6524183000,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Михайлівська сільська рада,6524183500,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Нововоронцовський район,Новоолександрівська сільська рада,6524183900,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Нововоронцовський район,Нововоскресенська сільська рада,6524184000,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Осокорівська сільська рада,6524184500,Нововоронцовська селищна громада,UA65020150000047137,
Херсонська область,Нововоронцовський район,Петропавлівська сільська рада,6524185000,Новоолександрівська сільська громада,UA65020170000056973,
Херсонська область,Новотроїцький район,Новотроїцька селищна рада,6524455100,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Сиваська селищна рада,6524455500,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Олександрівська сільська рада,6524480200,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Василівська сільська рада,6524480400,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Володимиро-Іллінська сільська рада,6524480500,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Воскресенська сільська рада,6524481000,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Горностаївська сільська рада,6524481300,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Громівська сільська рада,6524481500,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Дивненська сільська рада,6524481700,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Зеленівська сільська рада,6524481800,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Новомихайлівська сільська рада,6524482000,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Новомиколаївська сільська рада,6524482200,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Новопокровська сільська рада,6524482500,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Одрадівська сільська рада,6524483000,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Подівська сільська рада,6524483300,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Сергіївська сільська рада,6524483800,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Сивашівська сільська рада,6524484000,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Федорівська сільська рада,6524484500,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Новотроїцький район,Чкаловська сільська рада,6524485000,Новотроїцька селищна громада,UA65040070000086673,
Херсонська область,Скадовський район,Скадовська міська рада,6524710100,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Лазурненська селищна рада,6524755500,Лазурненська селищна громада,UA65080090000034188,
Херсонська область,Скадовський район,Антонівська сільська рада,6524780300,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Володимирівська сільська рада,6524780500,Лазурненська селищна громада,UA65080090000034188,
Херсонська область,Скадовський район,Красненська сільська рада,6524781000,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Михайлівська сільська рада,6524781500,Новомиколаївська сільська громада,UA65080130000090391,
Херсонська область,Скадовський район,Новомиколаївська сільська рада,6524782500,Новомиколаївська сільська громада,UA65080130000090391,
Херсонська область,Скадовський район,Приморська сільська рада,6524783000,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Птахівська сільська рада,6524783500,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Радгоспненська сільська рада,6524784000,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Таврійська сільська рада,6524784300,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Тарасівська сільська рада,6524784500,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Улянівська сільська рада,6524784700,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Шевченківська сільська рада,6524784900,Скадовська міська громада,UA65080150000042499,
Херсонська область,Скадовський район,Широчанська сільська рада,6524785000,Скадовська міська громада,UA65080150000042499,
Херсонська область,Цюрупинський район,Цюрупинська міська рада,6525010100,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Брилівська селищна рада,6525055300,Виноградівська сільська громада,UA65100050000017921,
Херсонська область,Цюрупинський район,Новомаячківська селищна рада,6525055700,Ювілейна сільська громада,UA65100190000073217,
Херсонська область,Цюрупинський район,Абрикосівська сільська рада,6525080200,Великокопанівська сільська громада,UA65100030000028786,
Херсонська область,Цюрупинський район,Великокопанівська сільська рада,6525080500,Великокопанівська сільська громада,UA65100030000028786,
Херсонська область,Цюрупинський район,Виноградівська сільська рада,6525081000,Виноградівська сільська громада,UA65100050000017921,
Херсонська область,Цюрупинський район,Козаче-Лагерська сільська рада,6525081500,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Костогризівська сільська рада,6525082000,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Подо-Калинівська сільська рада,6525082500,Ювілейна сільська громада,UA65100190000073217,
Херсонська область,Цюрупинський район,Підстепненська сільська рада,6525083000,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Раденська сільська рада,6525083500,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Солонцівська сільська рада,6525084000,Олешківська міська громада,UA65100110000015344,
Херсонська область,Цюрупинський район,Тарасівська сільська рада,6525085000,Виноградівська сільська громада,UA65100050000017921,
Херсонська область,Цюрупинський район,Щасливська сільська рада,6525085600,Ювілейна сільська громада,UA65100190000073217,
Херсонська область,Цюрупинський район,Ювілейна сільська рада,6525086000,Ювілейна сільська громада,UA65100190000073217,
Херсонська область,Чаплинський район,Чаплинська селищна рада,6525455100,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Асканіє-Нова селищна рада,6525455300,Асканія-Нова селищна громада,UA65060010000033335,
Херсонська область,Чаплинський район,Балтазарівська сільська рада,6525480500,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Григорівська сільська рада,6525481000,Присиваська сільська громада,UA65060190000091058,
Херсонська область,Чаплинський район,Долинська сільська рада,6525481100,Хрестівська сільська громада,UA65060270000020124,
Херсонська область,Чаплинський район,Іванівська сільська рада,6525481300,Присиваська сільська громада,UA65060190000091058,
Херсонська область,Чаплинський район,Хрестівська сільська рад,6525481500,Хрестівська сільська громада,UA65060270000020124,
Херсонська область,Чаплинський район,Кучерявоволодимирівська сільська рада,6525482000,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Магдалинівська сільська рада,6525482300,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Надеждівська сільська рада,6525482400,Хрестівська сільська громада,UA65060270000020124,
Херсонська область,Чаплинський район,Новонаталівська сільська рада,6525482500,Хрестівська сільська громада,UA65060270000020124,
Херсонська область,Чаплинський район,Маркеєвська сільська рада,6525482600,Асканія-Нова селищна громада,UA65060010000033335,
Херсонська область,Чаплинський район,Павлівська сільська рада,6525483000,Присиваська сільська громада,UA65060190000091058,
Херсонська область,Чаплинський район,Першокостянтинівська сільська рада,6525483100,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Преображенська сільська рада,6525483500,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Скадовська сільська рада,6525483800,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Строганівська сільська рада,6525484000,Присиваська сільська громада,UA65060190000091058,
Херсонська область,Чаплинський район,Хлібодарівська сільська рада,6525484700,Асканія-Нова селищна громада,UA65060010000033335,
Херсонська область,Чаплинський район,Червонополянська сільська рада,6525484900,Чаплинська селищна громада,UA65060290000041992,
Херсонська область,Чаплинський район,Шевченківська сільська рада,6525485000,Хрестівська сільська громада,UA65060270000020124,
Хмельницька область,м.Хмельницький,Хмельницька міська рада,6810100000,Хмельницька міська громада,UA68040470000053519,
Хмельницька область,м.Кам’янець-Подільський,Кам'янець-Подільська міська рада,6810400000,Кам'янець-Подільська міська громада,UA68020110000071202,
Хмельницька область,м.Нетішин,Нетішинська міська рада,6810500000,Нетішинська міська громада,UA68060170000075276,
Хмельницька область,м.Славута,Славутська міська рада,6810600000,Славутська міська громада,UA68060270000042174,
Хмельницька область,м.Шепетівка,Шепетівська міська рада,6810700000,Шепетівська міська громада,UA68060330000029010,
Хмельницька область,м.Старокостянтинів,Старокостянтинівська міська рада,6810800000,Старокостянтинівська міська громада,UA68040390000011141,
Хмельницька область,Білогірський район,Білогірська селищна рада,6820355100,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Ямпільська селищна рада,6820355600,Ямпільська селищна громада,UA68060350000035460,
Хмельницька область,Білогірський район,Великоборовицька сільська рада,6820380300,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Воробіївська сільська рада,6820380500,Ямпільська селищна громада,UA68060350000035460,
Хмельницька область,Білогірський район,В'язовецька сільська рада,6820381000,Ямпільська селищна громада,UA68060350000035460,
Хмельницька область,Білогірський район,Гулівецька сільська рада,6820381500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Денисівська сільська рада,6820382000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Вікнинська сільська рада,6820382500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Довгалівська сільська рада,6820383000,Ямпільська селищна громада,UA68060350000035460,
Хмельницька область,Білогірський район,Залузька сільська рада,6820383500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Йосиповецька сільська рада,6820384000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Квітнева сільська рада,6820384500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Коритненська сільська рада,6820384700,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Кур'янківська сільська рада,6820385000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Малоборовицька сільська рада,6820385500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Мокровільська сільська рада,6820386000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Миклашівська сільська рада,6820386200,Ямпільська селищна громада,UA68060350000035460,
Хмельницька область,Білогірський район,Вільшаницька сільська рада,6820386500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Перерослівська сільська рада,6820387000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Семенівська сільська рада,6820387300,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Сивківська сільська рада,6820387500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Ставищанська сільська рада,6820388000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Сушовецька сільська рада,6820388500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Хорошівська сільська рада,6820389000,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Білогірський район,Юрівська сільська рада,6820389500,Білогірська селищна громада,UA68060030000077318,
Хмельницька область,Віньковецький район,Віньковецька селищна рада,6820655100,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Адамівська сільська рада,6820680500,Зіньківська сільська громада,UA68040190000021840,
Хмельницька область,Віньковецький район,Великоолександрівська сільська рада,6820681000,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Говорівська сільська рада,6820681500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Грим'яцька сільська рада,6820682000,Зіньківська сільська громада,UA68040190000021840,
Хмельницька область,Віньковецький район,Дашковецька сільська рада,6820682500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Женишковецька сільська рада,6820683000,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Зіньківська сільська рада,6820683500,Зіньківська сільська громада,UA68040190000021840,
Хмельницька область,Віньковецький район,Зорянська сільська рада,6820683700,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Карачієвецька сільська рада,6820684000,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Майдано-Олександрівська сільська рада,6820684500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Нетечинецька сільська рада,6820685000,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Осламівська сільська рада,6820685500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Охрімовецька сільська рада,6820686000,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Петрашівська сільська рада,6820686500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Пилипо-Олександрівська сільська рада,6820686700,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Віньковецький район,Покутинецька сільська рада,6820687000,Зіньківська сільська громада,UA68040190000021840,
Хмельницька область,Віньковецький район,Яснозірська сільська рада,6820687500,Віньковецька селищна громада,UA68040050000052367,
Хмельницька область,Волочиський район,Волочиська міська рада,6820910100,Волочиська міська громада,UA68040090000087566,
Хмельницька область,Волочиський район,Війтовецька селищна рада,6820955300,Війтовецька селищна громада,UA68040030000027335,
Хмельницька область,Волочиський район,Наркевицька селищна рада,6820955700,Наркевицька селищна громада,UA68040310000052042,
Хмельницька область,Волочиський район,Авратинська сільська рада,6820980300,Волочиська міська громада,UA68040090000087566,
Хмельницька область,Волочиський район,Богданівська сільська рада,6820980600,Волочиська міська громада,UA68040090000087566,
Хмельницька область,Волочиський район,Бокиївська сільська рада,6820980900,Війтовецька селищна громада,UA68040030000027335,
