Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Категорія ,Назва об'єкта українською мовою
2600000000,2621600000,2621685700,2621685701,С,ТОПОРІВЦІ
2600000000,2621600000,2621685800,,,ТОРГОВИЦЬКА/С.ТОРГОВИЦЯ
2600000000,2621600000,2621685800,2621685801,С,ТОРГОВИЦЯ
2600000000,2621600000,2621686200,,,ТИШКІВСЬКА/С.ТИШКІВЦІ
2600000000,2621600000,2621686200,2621686201,С,ТИШКІВЦІ
2600000000,2621600000,2621687000,,,ЧЕРНЯТИНСЬКА/С.ЧЕРНЯТИН
2600000000,2621600000,2621687000,2621687001,С,ЧЕРНЯТИН
2600000000,2621600000,2621688600,,,ЯСЕНЕВО-ПІЛЬНІВСЬКА/С.ЯСЕНІВ-ПІЛЬНИЙ
2600000000,2621600000,2621688600,2621688601,С,ЯСЕНІВ-ПІЛЬНИЙ
2600000000,2622000000,,,,ДОЛИНСЬКИЙ РАЙОН/М.ДОЛИНА
2600000000,2622000000,2622010000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ДОЛИНСЬКОГО Р-НУ
2600000000,2622000000,2622010100,,М,ДОЛИНА
2600000000,2622000000,2622055000,,,СЕЛИЩА МІСЬКОГО ТИПУ ДОЛИНСЬКОГО Р-НУ
2600000000,2622000000,2622055300,,Т,ВИГОДА
2600000000,2622000000,2622055300,2622055301,С,ПАЦИКІВ
2600000000,2622000000,2622055300,2622055302,С,ВИШКІВ
2600000000,2622000000,2622055300,2622055303,С,КРОПИВНИК
2600000000,2622000000,2622055300,2622055304,С,НОВИЙ МІЗУНЬ
2600000000,2622000000,2622055300,2622055305,С,НОВОСЕЛИЦЯ
2600000000,2622000000,2622055300,2622055306,С,НОВОШИН
2600000000,2622000000,2622055300,2622055307,С,ПШЕНИЧНИКИ
2600000000,2622000000,2622055300,2622055308,С,СЕНЕЧІВ
2600000000,2622000000,2622055300,2622055309,С,СТАРИЙ МІЗУНЬ
2600000000,2622000000,2622080000,,,СІЛЬРАДИ ДОЛИНСЬКОГО Р-НУ
2600000000,2622000000,2622080100,,,БЕЛЕЇВСЬКА/С.БЕЛЕЇВ
2600000000,2622000000,2622080100,2622080101,С,БЕЛЕЇВ
2600000000,2622000000,2622080200,,,ВЕЛИКОТУР'ЯНСЬКА/С.ВЕЛИКА ТУР'Я
2600000000,2622000000,2622080200,2622080201,С,ВЕЛИКА ТУР'Я
2600000000,2622000000,2622080500,,,ВИТВИЦЬКА/С.ВИТВИЦЯ
2600000000,2622000000,2622080500,2622080501,С,ВИТВИЦЯ
2600000000,2622000000,2622080500,2622080502,Щ,ВИГОДІВКА
2600000000,2622000000,2622080500,2622080503,С,КАЛЬНА
2600000000,2622000000,2622080500,2622080504,С,ЛИПА
2600000000,2622000000,2622080500,2622080505,С,ЛУЖКИ
2600000000,2622000000,2622080500,2622080506,С,РОЗТОЧКИ
2600000000,2622000000,2622080500,2622080507,С,СЛОБОДА-БОЛЕХІВСЬКА
2600000000,2622000000,2622080500,2622080508,С,СТАНКІВЦІ
2600000000,2622000000,2622080500,2622080509,С,ЦЕРКОВНА
2600000000,2622000000,2622081100,,,ГОШІВСЬКА/С.ГОШІВ
2600000000,2622000000,2622081100,2622081101,С,ГОШІВ
2600000000,2622000000,2622081200,,,ГЕРИНСЬКА/С.ГЕРИНЯ
2600000000,2622000000,2622081200,2622081201,С,ГЕРИНЯ
2600000000,2622000000,2622082400,,,КНЯЖОЛУЦЬКА/С.КНЯЖОЛУКА
2600000000,2622000000,2622082400,2622082401,С,КНЯЖОЛУКА
2600000000,2622000000,2622082900,,,ЛОЛИНСЬКА/С.ЛОЛИН
2600000000,2622000000,2622082900,2622082901,С,ЛОЛИН
2600000000,2622000000,2622082900,2622082902,С,АНГЕЛІВКА
2600000000,2622000000,2622082900,2622082905,С,МАКСИМІВКА
2600000000,2622000000,2622083000,,,МАЛОТУР'ЯНСЬКА/С.МАЛА ТУР'Я
2600000000,2622000000,2622083000,2622083001,С,МАЛА ТУР'Я
2600000000,2622000000,2622083400,,,НАДІЇВСЬКА/С.НАДІЇВ
2600000000,2622000000,2622083400,2622083401,С,НАДІЇВ
2600000000,2622000000,2622084300,,,НОВИЧКІВСЬКА/С.НОВИЧКА
2600000000,2622000000,2622084300,2622084301,С,НОВИЧКА
2600000000,2622000000,2622084500,,,ОБОЛОНСЬКА/С.ОБОЛОННЯ
2600000000,2622000000,2622084500,2622084501,С,ОБОЛОННЯ
2600000000,2622000000,2622084600,,,ПІДЛІСКІВСЬКА/С.ПІДЛІСКИ
2600000000,2622000000,2622084600,2622084601,С,ПІДЛІСКИ
2600000000,2622000000,2622085000,,,РАКІВСЬКА/С.РАКІВ
2600000000,2622000000,2622085000,2622085001,С,РАКІВ
2600000000,2622000000,2622085200,,,РАХИНЯНСЬКА/С.РАХИНЯ
2600000000,2622000000,2622085200,2622085201,С,РАХИНЯ
2600000000,2622000000,2622086000,,,СОЛУКІВСЬКА/С.СОЛУКІВ
2600000000,2622000000,2622086000,2622086001,С,СОЛУКІВ
2600000000,2622000000,2622086000,2622086002,С,ДІБРОВА
2600000000,2622000000,2622086000,2622086004,С,ЯКУБІВ
2600000000,2622000000,2622086900,,,ТРОСТЯНЕЦЬКА/С.ТРОСТЯНЕЦЬ
2600000000,2622000000,2622086900,2622086901,С,ТРОСТЯНЕЦЬ
2600000000,2622000000,2622086900,2622086902,С,СЛОБОДА-ДОЛИНСЬКА
2600000000,2622000000,2622087100,,,ТЯПЧАНСЬКА/С.ТЯПЧЕ
2600000000,2622000000,2622087100,2622087101,С,ТЯПЧЕ
2600000000,2622000000,2622087600,,,ШЕВЧЕНКІВСЬКА/С.ШЕВЧЕНКОВЕ
2600000000,2622000000,2622087600,2622087601,С,ШЕВЧЕНКОВЕ
2600000000,2622000000,2622087600,2622087602,С,МИСЛІВКА
2600000000,2622000000,2622088000,,,ЯВОРІВСЬКА/С.ЯВОРІВ
2600000000,2622000000,2622088000,2622088001,С,ЯВОРІВ
2600000000,2622800000,,,,КАЛУСЬКИЙ РАЙОН/М.КАЛУШ
2600000000,2622800000,2622855000,,,СЕЛИЩА МІСЬКОГО ТИПУ КАЛУСЬКОГО Р-НУ
2600000000,2622800000,2622855300,,Т,ВОЙНИЛІВ
2600000000,2622800000,2622855300,2622855301,С,ДОВПОТІВ
2600000000,2622800000,2622855300,2622855302,С,ДУБОВИЦЯ
2600000000,2622800000,2622855300,2622855303,С,СЕРЕДНЯ
2600000000,2622800000,2622855300,2622855304,С,КУДЛАТІВКА
2600000000,2622800000,2622855300,2622855305,С,ПАВЛИКІВКА
2600000000,2622800000,2622855300,2622855306,С,ПЕРЕВОЗЕЦЬ
2600000000,2622800000,2622855300,2622855307,С,СЛОБІДКА
2600000000,2622800000,2622880000,,,СІЛЬРАДИ КАЛУСЬКОГО Р-НУ
2600000000,2622800000,2622880100,,,БОДНАРІВСЬКА/С.БОДНАРІВ
2600000000,2622800000,2622880100,2622880101,С,БОДНАРІВ
2600000000,2622800000,2622880800,,,ВЕРХНЯНСЬКА/С.ВЕРХНЯ
2600000000,2622800000,2622880800,2622880801,С,ВЕРХНЯ
2600000000,2622800000,2622880800,2622880802,С,БОЛОХІВ
2600000000,2622800000,2622880800,2622880803,С,ВИЛКИ
2600000000,2622800000,2622880800,2622880804,С,ГУМЕНІВ
2600000000,2622800000,2622880800,2622880805,С,ІВАНКОВА
2600000000,2622800000,2622880800,2622880806,С,ДОВГИЙ ВОЙНИЛІВ
2600000000,2622800000,2622880800,2622880807,С,ЗАВАДКА
2600000000,2622800000,2622880800,2622880808,С,ЗБОРА
2600000000,2622800000,2622880800,2622880809,С,КУЛИНКА
2600000000,2622800000,2622880800,2622880810,С,НЕГІВЦІ
2600000000,2622800000,2622880800,2622880811,С,СТАНЬКОВА
2600000000,2622800000,2622880800,2622880812,С,СТЕПАНІВКА
2600000000,2622800000,2622881600,,,ГОЛИНСЬКА/С.ГОЛИНЬ
2600000000,2622800000,2622881600,2622881601,С,ГОЛИНЬ
2600000000,2622800000,2622882800,,,ЗАВІЙСЬКА/С.ЗАВІЙ
2600000000,2622800000,2622882800,2622882801,С,ЗАВІЙ
2600000000,2622800000,2622882800,2622882802,С,ГРАБІВКА
2600000000,2622800000,2622883400,,,КАДОБНЯНСЬКА/С.КАДОБНА
2600000000,2622800000,2622883400,2622883401,С,КАДОБНА
2600000000,2622800000,2622883600,,,КОПАНКІВСЬКА/С.КОПАНКИ
2600000000,2622800000,2622883600,2622883601,С,КОПАНКИ
2600000000,2622800000,2622884200,,,ЛУКІВСЬКА/С.ЛУКА
2600000000,2622800000,2622884200,2622884201,С,ЛУКА
2600000000,2622800000,2622884200,2622884202,С,ДІБРОВА
2600000000,2622800000,2622884200,2622884204,С,ЦВІТОВА
2600000000,2622800000,2622884800,,,НОВИЦЬКА/С.НОВИЦЯ
2600000000,2622800000,2622884800,2622884801,С,НОВИЦЯ
2600000000,2622800000,2622884800,2622884802,С,ПІДМИХАЙЛЯ
2600000000,2622800000,2622884800,2622884803,С,БЕРЕЖНИЦЯ
2600000000,2622800000,2622884800,2622884804,С,ДОБРОВЛЯНИ
2600000000,2622800000,2622884800,2622884805,С,ЗЕЛЕНИЙ ЯР
2600000000,2622800000,2622884800,2622884806,С,СЕРЕДНІЙ УГРИНІВ
2600000000,2622800000,2622884800,2622884807,С,СТАРИЙ УГРИНІВ
2600000000,2622800000,2622885200,,,ПІЙЛІВСЬКА/С.ПІЙЛО
2600000000,2622800000,2622885200,2622885201,С,ПІЙЛО
2600000000,2622800000,2622885200,2622885202,С,ДОВГЕ-КАЛУСЬКЕ
2600000000,2622800000,2622886000,,,РІП'ЯНСЬКА/С.РІП'ЯНКА
2600000000,2622800000,2622886000,2622886001,С,РІП'ЯНКА
2600000000,2622800000,2622886000,2622886002,С,МИСЛІВ
2600000000,2622800000,2622886000,2622886003,С,ЯВОРІВКА
2600000000,2622800000,2622886600,,,СІВКО-ВОЙНИЛІВСЬКА/С.СІВКА-ВОЙНИЛІВСЬКА
2600000000,2622800000,2622886600,2622886601,С,СІВКА-ВОЙНИЛІВСЬКА
2600000000,2622800000,2622886600,2622886603,С,ДОВЖКА
2600000000,2622800000,2622886600,2622886605,С,МОШКІВЦІ
2600000000,2622800000,2622887800,,,ТОМАШІВСЬКА/С.ТОМАШІВЦІ
2600000000,2622800000,2622887800,2622887801,С,ТОМАШІВЦІ
2600000000,2622800000,2622887800,2622887802,С,ПЕРЕКОСИ
2600000000,2622800000,2622888200,,,ТУЖИЛІВСЬКА/С.ТУЖИЛІВ
2600000000,2622800000,2622888200,2622888201,С,ТУЖИЛІВ
2600000000,2623200000,,,,КОЛОМИЙСЬКИЙ РАЙОН/М.КОЛОМИЯ
2600000000,2623200000,2623255000,,,СЕЛИЩА МІСЬКОГО ТИПУ КОЛОМИЙСЬКОГО Р-НУ
2600000000,2623200000,2623255200,,Т,ГВІЗДЕЦЬ
2600000000,2623200000,2623255200,2623255201,С,БЕРЕМ'ЯНИ
2600000000,2623200000,2623255400,,Т,ОТИНІЯ
2600000000,2623200000,2623255400,2623255401,С,ГЛИБОКА
2600000000,2623200000,2623255400,2623255403,С,ГРАБИЧ
2600000000,2623200000,2623255700,,Т,ПЕЧЕНІЖИН
2600000000,2623200000,2623255700,2623255701,С,КИЙДАНЦІ
2600000000,2623200000,2623255700,2623255702,С,КНЯЖДВІР
2600000000,2623200000,2623255700,2623255703,С,МАЛИЙ КЛЮЧІВ
2600000000,2623200000,2623255700,2623255704,С,МАРКІВКА
2600000000,2623200000,2623255700,2623255705,С,МОЛОДЯТИН
2600000000,2623200000,2623255700,2623255706,С,РУНГУРИ
2600000000,2623200000,2623255700,2623255707,С,СЛОБОДА
2600000000,2623200000,2623255700,2623255708,С,СОПІВ
2600000000,2623200000,2623280000,,,СІЛЬРАДИ КОЛОМИЙСЬКОГО Р-НУ
2600000000,2623200000,2623280800,,,ВИНОГРАДСЬКА/С.ВИНОГРАД
2600000000,2623200000,2623280800,2623280801,С,ВИНОГРАД
2600000000,2623200000,2623280800,2623280803,С,НИЖНЯ ВЕЛЕСНИЦЯ
2600000000,2623200000,2623280900,,,ВОРОНІВСЬКА/С.ВОРОНА
2600000000,2623200000,2623280900,2623280901,С,ВОРОНА
2600000000,2623200000,2623281400,,,ГОЛОСКІВСЬКА/С.ГОЛОСКІВ
2600000000,2623200000,2623281400,2623281401,С,ГОЛОСКІВ
2600000000,2623200000,2623282000,,,ДЖУРКІВСЬКА/С.ДЖУРКІВ
2600000000,2623200000,2623282000,2623282001,С,ДЖУРКІВ
2600000000,2623200000,2623282000,2623282002,С,ПИЩАЧЕ
2600000000,2623200000,2623282400,,,ЗАГАЙПІЛЬСЬКА/С.ЗАГАЙПІЛЬ
2600000000,2623200000,2623282400,2623282401,С,ЗАГАЙПІЛЬ
2600000000,2623200000,2623282400,2623282402,С,КОБИЛЕЦЬ
2600000000,2623200000,2623282400,2623282403,С,НАЗІРНА
2600000000,2623200000,2623282600,,,КОВАЛІВСЬКА/С.КОВАЛІВКА
2600000000,2623200000,2623282600,2623282601,С,КОВАЛІВКА
2600000000,2623200000,2623282700,,,КОРОЛІВСЬКА/С.КОРОЛІВКА
2600000000,2623200000,2623282700,2623282701,С,КОРОЛІВКА
2600000000,2623200000,2623282800,,,КОРНИЦЬКА/С.КОРНИЧ
2600000000,2623200000,2623282800,2623282801,С,КОРНИЧ
2600000000,2623200000,2623282800,2623282802,С,ГРУШІВ
2600000000,2623200000,2623283000,,,КОРШІВСЬКА/С.КОРШІВ
2600000000,2623200000,2623283000,2623283001,С,КОРШІВ
2600000000,2623200000,2623283000,2623283002,С,КАЗАНІВ
2600000000,2623200000,2623283000,2623283003,С,ЛІСКИ
2600000000,2623200000,2623283000,2623283004,С,БОГОРОДИЧИН
2600000000,2623200000,2623283000,2623283005,С,ЖУКОТИН
2600000000,2623200000,2623283000,2623283006,С,МИХАЛКІВ
2600000000,2623200000,2623283400,,,ЛІСНОСЛОБІДСЬКА/С.ЛІСНА СЛОБІДКА
2600000000,2623200000,2623283400,2623283401,С,ЛІСНА СЛОБІДКА
2600000000,2623200000,2623283600,,,ЛІСНОХЛІБИЧИНСЬКА/С.ЛІСНИЙ ХЛІБИЧИН
2600000000,2623200000,2623283600,2623283601,С,ЛІСНИЙ ХЛІБИЧИН
2600000000,2623200000,2623283600,2623283603,С,СКОПІВКА
2600000000,2623200000,2623284200,,,МАТЕЇВЕЦЬКА/С.МАТЕЇВЦІ
2600000000,2623200000,2623284200,2623284201,С,МАТЕЇВЦІ
2600000000,2623200000,2623284200,2623284202,С,ПЕРЕРИВ
2600000000,2623200000,2623284200,2623284203,С,ГАННІВ
2600000000,2623200000,2623284200,2623284204,С,ДЕБЕСЛАВЦІ
2600000000,2623200000,2623284200,2623284205,С,ЗАЛУЧЧЯ
2600000000,2623200000,2623284200,2623284206,С,ЗАМУЛИНЦІ
2600000000,2623200000,2623284200,2623284207,С,КРИНИЧКИ
2600000000,2623200000,2623284200,2623284208,С,КРОПИВИЩЕ
2600000000,2623200000,2623284200,2623284209,Щ,ЛИПНИКИ
2600000000,2623200000,2623284200,2623284210,С,ПИЛИПИ
2600000000,2623200000,2623284200,2623284211,С,СЕМАКІВЦІ
2600000000,2623200000,2623284200,2623284212,С,ТРОСТЯНКА
2600000000,2623200000,2623284800,,,НИЖНЬОВЕРБІЗЬКА/С.НИЖНІЙ ВЕРБІЖ
2600000000,2623200000,2623284800,2623284801,С,НИЖНІЙ ВЕРБІЖ
2600000000,2623200000,2623284800,2623284802,С,ВЕЛИКИЙ КЛЮЧІВ
2600000000,2623200000,2623284800,2623284803,С,ВЕРХНІЙ ВЕРБІЖ
2600000000,2623200000,2623284800,2623284804,С,МИШИН
2600000000,2623200000,2623285300,,,ОСТАПКІВСЬКА/С.ОСТАПКІВЦІ
2600000000,2623200000,2623285300,2623285301,С,ОСТАПКІВЦІ
2600000000,2623200000,2623285300,2623285305,С,ЧЕХОВА
2600000000,2623200000,2623285600,,,ПІДГАЙЧИКІВСЬКА/С.ПІДГАЙЧИКИ
2600000000,2623200000,2623285600,2623285601,С,ПІДГАЙЧИКИ
2600000000,2623200000,2623285800,,,П'ЯДИЦЬКА/С.П'ЯДИКИ
2600000000,2623200000,2623285800,2623285801,С,П'ЯДИКИ
2600000000,2623200000,2623285800,2623285802,С,ВЕЛИКА КАМ'ЯНКА
2600000000,2623200000,2623285800,2623285803,С,ГОДИ-ДОБРОВІДКА
2600000000,2623200000,2623285800,2623285804,С,МАЛА КАМ'ЯНКА
2600000000,2623200000,2623285800,2623285805,Щ,СТУДЛІВ
2600000000,2623200000,2623285800,2623285806,С,ТУРКА
2600000000,2623200000,2623285800,2623285807,С,ФАТОВЕЦЬ
2600000000,2623200000,2623285800,2623285808,С,ЯСІНКИ
2600000000,2623200000,2623286000,,,РАКІВЧИЦЬКА/С.РАКІВЧИК
2600000000,2623200000,2623286000,2623286001,С,РАКІВЧИК
2600000000,2623200000,2623286200,,,СІДЛИЩЕНСЬКА/С.СІДЛИЩЕ
2600000000,2623200000,2623286200,2623286201,С,СІДЛИЩЕ
2600000000,2623200000,2623286200,2623286202,С,СТАНІСЛАВІВКА
2600000000,2623200000,2623286200,2623286203,С,ХОРОСНА
2600000000,2623200000,2623286200,2623286205,С,МОЛОДИЛІВ
2600000000,2623200000,2623286700,,,СТАРОГВІЗДЕЦЬКА/С.СТАРИЙ ГВІЗДЕЦЬ
2600000000,2623200000,2623286700,2623286701,С,СТАРИЙ ГВІЗДЕЦЬ
2600000000,2623200000,2623286700,2623286703,С,МАЛИЙ ГВІЗДЕЦЬ
2600000000,2623200000,2623286800,,,СТРУПКІВСЬКА/С.СТРУПКІВ
2600000000,2623200000,2623286800,2623286801,С,СТРУПКІВ
2600000000,2623200000,2623286800,2623286802,С,БАБ'ЯНКА
2600000000,2623200000,2623286800,2623286803,С,БОДНАРІВ
2600000000,2623200000,2623287000,,,СПАСЬКА/С.СПАС
2600000000,2623200000,2623287000,2623287001,С,СПАС
2600000000,2623200000,2623287400,,,ТОРГОВИЦЬКА/С.ТОРГОВИЦЯ
2600000000,2623200000,2623287400,2623287401,С,ТОРГОВИЦЯ
2600000000,2623200000,2623287400,2623287402,С,ЗАКРІВЦІ
2600000000,2623200000,2623287800,,,УГОРНИЦЬКА/С.УГОРНИКИ
2600000000,2623200000,2623287800,2623287801,С,УГОРНИКИ
2600000000,2623200000,2623288200,,,ЦЕНЯВСЬКА/С.ЦЕНЯВА
2600000000,2623200000,2623288200,2623288201,С,ЦЕНЯВА
2600000000,2623200000,2623288600,,,ЧЕРЕМХІВСЬКА/С.ЧЕРЕМХІВ
2600000000,2623200000,2623288600,2623288601,С,ЧЕРЕМХІВ
2600000000,2623600000,,,,КОСІВСЬКИЙ РАЙОН/М.КОСІВ
2600000000,2623600000,2623610000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ КОСІВСЬКОГО Р-НУ
2600000000,2623600000,2623610100,,М,КОСІВ
2600000000,2623600000,2623655000,,,СЕЛИЩА МІСЬКОГО ТИПУ КОСІВСЬКОГО Р-НУ
2600000000,2623600000,2623655400,,Т,КУТИ
2600000000,2623600000,2623655800,,Т,ЯБЛУНІВ
2600000000,2623600000,2623655800,2623655801,С,АКРЕШОРИ
2600000000,2623600000,2623655800,2623655802,С,ЛЮЧА
2600000000,2623600000,2623655800,2623655803,С,СТОПЧАТІВ
2600000000,2623600000,2623655800,2623655804,С,ТЕКУЧА
2600000000,2623600000,2623655800,2623655805,С,УТОРОПИ
2600000000,2623600000,2623680000,,,СІЛЬРАДИ КОСІВСЬКОГО Р-НУ
2600000000,2623600000,2623680800,,,БАБИНСЬКА/С.БАБИН
2600000000,2623600000,2623680800,2623680801,С,БАБИН
2600000000,2623600000,2623681200,,,БАНЯ-БЕРЕЗІВСЬКА/С.БАНЯ-БЕРЕЗІВ
2600000000,2623600000,2623681200,2623681201,С,БАНЯ-БЕРЕЗІВ
2600000000,2623600000,2623682000,,,ВЕЛИКОРОЖИНСЬКА/С.ВЕЛИКИЙ РОЖИН
2600000000,2623600000,2623682000,2623682001,С,ВЕЛИКИЙ РОЖИН
2600000000,2623600000,2623682400,,,ВЕРБОВЕЦЬКА/С.ВЕРБОВЕЦЬ
2600000000,2623600000,2623682400,2623682401,С,ВЕРБОВЕЦЬ
2600000000,2623600000,2623682400,2623682403,С,СТАРИЙ КОСІВ
2600000000,2623600000,2623682800,,,ВИЖНЬОБЕРЕЗІВСЬКА/С.ВИЖНІЙ БЕРЕЗІВ
2600000000,2623600000,2623682800,2623682801,С,ВИЖНІЙ БЕРЕЗІВ
2600000000,2623600000,2623683000,,,ГОРОДЯНСЬКА/С.ГОРОД
2600000000,2623600000,2623683000,2623683001,С,ГОРОД
2600000000,2623600000,2623684000,,,КОСМАЦЬКА/С.КОСМАЧ
2600000000,2623600000,2623684000,2623684001,С,КОСМАЧ
2600000000,2623600000,2623684000,2623684002,С,БРУСТУРІВ
2600000000,2623600000,2623684000,2623684003,С,ПРОКУРАВА
2600000000,2623600000,2623684200,,,НИЖНЬОБЕРЕЗІВСЬКА/С.НИЖНІЙ БЕРЕЗІВ
2600000000,2623600000,2623684200,2623684201,С,НИЖНІЙ БЕРЕЗІВ
2600000000,2623600000,2623684300,,,МИКИТИНЕЦЬКА/С.МИКИТИНЦІ
2600000000,2623600000,2623684300,2623684301,С,МИКИТИНЦІ
2600000000,2623600000,2623684400,,,ПІСТИНСЬКА/С.ПІСТИНЬ
2600000000,2623600000,2623684400,2623684401,С,ПІСТИНЬ
2600000000,2623600000,2623684500,,,МАЛОРОЖИНСЬКА/С.МАЛИЙ РОЖИН
2600000000,2623600000,2623684500,2623684501,С,МАЛИЙ РОЖИН
2600000000,2623600000,2623684700,,,ЛЮЧКІВСЬКА/С.ЛЮЧКИ
2600000000,2623600000,2623684700,2623684701,С,ЛЮЧКИ
2600000000,2623600000,2623684800,,,РІЧКІВСЬКА/С.РІЧКА
2600000000,2623600000,2623684800,2623684801,С,РІЧКА
2600000000,2623600000,2623685200,,,РОЖНІВСЬКА/С.РОЖНІВ
