Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Категорія ,Назва об'єкта українською мовою
5900000000,5924700000,5924785400,5924785414,С,ПЕРЕХРЕСТІВКА
5900000000,5924700000,5924785400,5924785415,С,ПОСТОЛЬНЕ
5900000000,5924700000,5924785400,5924785416,Щ,РОГІЗНЕ
5900000000,5924700000,5924785400,5924785417,С,РУДНІВКА
5900000000,5924700000,5924785400,5924785418,С,СЕВЕРИНІВКА
5900000000,5924700000,5924785400,5924785419,С,СКЛЯРІВКА
5900000000,5924700000,5924785400,5924785420,С,СОКОЛИНЕ
5900000000,5924700000,5924785400,5924785421,С,СОФІЇВКА
5900000000,5924700000,5924785400,5924785422,С,СТЕПАНЕНКОВЕ
5900000000,5924700000,5924785600,,,НОВОСУХАНІВСЬКА/С.НОВОСУХАНІВКА
5900000000,5924700000,5924785600,5924785601,С,НОВОСУХАНІВКА
5900000000,5924700000,5924785900,,,КИЯНИЦЬКА/С-ЩЕ КИЯНИЦЯ
5900000000,5924700000,5924785900,5924785901,Щ,КИЯНИЦЯ
5900000000,5924700000,5924785900,5924785902,Щ,ВАРАЧИНЕ
5900000000,5924700000,5924785900,5924785903,Щ,ІВОЛЖАНСЬКЕ
5900000000,5924700000,5924785900,5924785904,С,КОРЧАКІВКА
5900000000,5924700000,5924785900,5924785905,С,НОВА СІЧ
5900000000,5924700000,5924785900,5924785906,Щ,МАР'ЇНЕ
5900000000,5924700000,5924785900,5924785907,Щ,МАЛА КОРЧАКІВКА
5900000000,5924700000,5924785900,5924785908,С,ХРАПІВЩИНА
5900000000,5924700000,5924785900,5924785909,С,ЯБЛУНІВКА
5900000000,5924700000,5924786300,,,ПІДЛІСНІВСЬКА/С.ПІДЛІСНІВКА
5900000000,5924700000,5924786300,5924786301,С,ПІДЛІСНІВКА
5900000000,5924700000,5924786300,5924786302,С,БІЛОУСІВКА
5900000000,5924700000,5924786300,5924786304,С,МИЛОВИДІВКА
5900000000,5924700000,5924786300,5924786305,С,НОВОМИХАЙЛІВКА
5900000000,5924700000,5924786300,5924786307,С,ОЛЕКСАНДРІВКА
5900000000,5924700000,5924786300,5924786308,С,СТЕПНЕ
5900000000,5924700000,5924786300,5924786309,С,ЧЕРВОНИЙ КУТ
5900000000,5924700000,5924786800,,,САДІВСЬКА/С.САД
5900000000,5924700000,5924786800,5924786801,С,САД
5900000000,5924700000,5924786800,5924786802,С,ЄЛИСЕЄНКОВЕ
5900000000,5924700000,5924786800,5924786803,С,ЛЮБАЧЕВЕ
5900000000,5924700000,5924786800,5924786804,С,МОСКАЛІВЩИНА
5900000000,5924700000,5924786800,5924786805,С,НИКОНЦІ
5900000000,5924700000,5924786800,5924786806,С,ШАПОШНИКОВЕ
5900000000,5924700000,5924786800,5924786807,С,ЯСЕНИ
5900000000,5924700000,5924787100,,,СТЕЦЬКІВСЬКА/С.СТЕЦЬКІВКА
5900000000,5924700000,5924787100,5924787101,С,СТЕЦЬКІВКА
5900000000,5924700000,5924787100,5924787103,С,КАРДАШІВКА
5900000000,5924700000,5924787100,5924787104,С,РАДЬКІВКА
5900000000,5924700000,5924787100,5924787105,С,РИБЦІ
5900000000,5924700000,5924787100,5924787107,С,ШЕВЧЕНКОВЕ
5900000000,5924700000,5924787300,,,СУЛЬСЬКА/С.СУЛА
5900000000,5924700000,5924787300,5924787301,С,СУЛА
5900000000,5924700000,5924787300,5924787302,С,ДОЦЕНКІВКА
5900000000,5924700000,5924787300,5924787303,С,ЗЕЛЕНА РОЩА
5900000000,5924700000,5924787300,5924787307,С,ПЕЧИЩЕ
5900000000,5924700000,5924787900,,,ТЕРЕШКІВСЬКА/С.ТЕРЕШКІВКА
5900000000,5924700000,5924787900,5924787901,С,ТЕРЕШКІВКА
5900000000,5924700000,5924787900,5924787902,С,БУЦИКОВЕ
5900000000,5924700000,5924789100,,,ШПИЛІВСЬКА/С.ШПИЛІВКА
5900000000,5924700000,5924789100,5924789101,С,ШПИЛІВКА
5900000000,5924700000,5924789100,5924789102,С,БРОВКОВЕ
5900000000,5924700000,5924789100,5924789103,С,ВИЗИРІВКА
5900000000,5924700000,5924789100,5924789105,С,ОБЛОГИ
5900000000,5924700000,5924789100,5924789106,С,ОПОЛОНСЬКЕ
5900000000,5924700000,5924789100,5924789107,С,ХАРКІВЩИНА
5900000000,5924700000,5924789500,,,ЮНАКІВСЬКА/С.ЮНАКІВКА
5900000000,5924700000,5924789500,5924789501,С,ЮНАКІВКА
5900000000,5924700000,5924789500,5924789502,С,САДКИ
5900000000,5924700000,5924789800,,,ЯСТРУБИНСЬКА/С.ЯСТРУБИНЕ
5900000000,5924700000,5924789800,5924789801,С,ЯСТРУБИНЕ
5900000000,5924700000,5924789800,5924789802,С,БОНДАРІВЩИНА
5900000000,5924700000,5924789800,5924789803,С,ГРАФСЬКЕ
5900000000,5924700000,5924789800,5924789805,С,ДІБРОВА
5900000000,5925000000,,,,ТРОСТЯНЕЦЬКИЙ РАЙОН/М.ТРОСТЯНЕЦЬ
5900000000,5925000000,5925010000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ТРОСТЯНЕЦЬКОГО Р-НУ
5900000000,5925000000,5925010100,,М,ТРОСТЯНЕЦЬ
5900000000,5925000000,5925010100,5925010101,С,ЗАРІЧНЕ
5900000000,5925000000,5925010100,5925010102,С,КАМ'ЯНЕЦЬКЕ
5900000000,5925000000,5925010100,5925010103,С,КАМ'ЯНКА
5900000000,5925000000,5925010100,5925010104,С,ЛУЧКА
5900000000,5925000000,5925080000,,,СІЛЬРАДИ ТРОСТЯНЕЦЬКОГО Р-НУ
5900000000,5925000000,5925080400,,,БІЛКІВСЬКА/С.БІЛКА
5900000000,5925000000,5925080400,5925080401,С,БІЛКА
5900000000,5925000000,5925080400,5925080402,С,ВИШНЕВЕ
5900000000,5925000000,5925080400,5925080403,С,ГРУЗЬКЕ
5900000000,5925000000,5925080400,5925080404,С,МИКИТІВКА
5900000000,5925000000,5925080400,5925080405,С,НОВОСЕЛІВКА
5900000000,5925000000,5925080400,5925080406,С,ОЛЕКСИНЕ
5900000000,5925000000,5925080400,5925080407,С,ХВОЩОВА
5900000000,5925000000,5925080800,,,БОРОМЛЯНСЬКА/С.БОРОМЛЯ
5900000000,5925000000,5925080800,5925080801,С,БОРОМЛЯ
5900000000,5925000000,5925080800,5925080802,С,ВОВКІВ
5900000000,5925000000,5925080800,5925080803,С,МОЗКОВЕ
5900000000,5925000000,5925080800,5925080804,С,НОВГОРОДСЬКЕ
5900000000,5925000000,5925080800,5925080805,С,ПАРХОМІВКА
5900000000,5925000000,5925080800,5925080806,С,ПЕРШОТРАВНЕВЕ
5900000000,5925000000,5925080800,5925080807,С,ШЕВЧЕНКІВ ГАЙ
5900000000,5925000000,5925080800,5925080808,С,БРАТСЬКЕ
5900000000,5925000000,5925080800,5925080809,С,ГРАДСЬКЕ
5900000000,5925000000,5925080800,5925080810,С,ГРЕБЕНИКІВКА
5900000000,5925000000,5925080800,5925080811,С,ЖИГАЙЛІВКА
5900000000,5925000000,5925080800,5925080812,С,НАБЕРЕЖНЕ
5900000000,5925000000,5925081200,,,БУЙМЕРСЬКА/С.БУЙМЕР
5900000000,5925000000,5925081200,5925081201,С,БУЙМЕР
5900000000,5925000000,5925081200,5925081202,С,ЗУБІВКА
5900000000,5925000000,5925081200,5925081203,Щ,ВИНОГРАДНЕ
5900000000,5925000000,5925081200,5925081204,С,СКРЯГІВКА
5900000000,5925000000,5925082000,,,ДЕРНІВСЬКА/С.ДЕРНОВЕ
5900000000,5925000000,5925082000,5925082001,С,ДЕРНОВЕ
5900000000,5925000000,5925082000,5925082002,С,РЯБІВКА
5900000000,5925000000,5925083900,,,КРИНИЧНЕНСЬКА/С.КРИНИЧНЕ
5900000000,5925000000,5925083900,5925083901,С,КРИНИЧНЕ
5900000000,5925000000,5925083900,5925083902,Щ,ЛІСНЕ
5900000000,5925000000,5925083900,5925083903,С,МАШКОВЕ
5900000000,5925000000,5925084600,,,ЛЮДЖАНСЬКА/С.ЛЮДЖА
5900000000,5925000000,5925084600,5925084601,С,ЛЮДЖА
5900000000,5925000000,5925085000,,,МАРТИНІВСЬКА/С.МАРТИНІВКА
5900000000,5925000000,5925085000,5925085001,С,МАРТИНІВКА
5900000000,5925000000,5925085000,5925085002,С,АРТЕМО-РАСТІВКА
5900000000,5925000000,5925085000,5925085003,С,ЗОЛОТАРІВКА
5900000000,5925000000,5925085400,,,МАЩАНСЬКА/С.МАЩАНКА
5900000000,5925000000,5925085400,5925085401,С,МАЩАНКА
5900000000,5925000000,5925085400,5925085402,С,БРАТСЬКЕ
5900000000,5925000000,5925086200,,,НИЦАХСЬКА/С.НИЦАХА
5900000000,5925000000,5925086200,5925086201,С,НИЦАХА
5900000000,5925000000,5925086200,5925086203,С,НОВОУКРАЇНКА
5900000000,5925000000,5925086700,,,ПЕЧИНСЬКА/С.ПЕЧИНИ
5900000000,5925000000,5925086700,5925086701,С,ПЕЧИНИ
5900000000,5925000000,5925086700,5925086702,С,САВЕЛОВЕ
5900000000,5925000000,5925087200,,,СЕМЕРЕНЬКІВСЬКА/С.СЕМЕРЕНЬКИ
5900000000,5925000000,5925087200,5925087201,С,СЕМЕРЕНЬКИ
5900000000,5925000000,5925087200,5925087202,С,ПОЛЯНЕ
5900000000,5925000000,5925087800,,,СТАНІВСЬКА/С.СТАНОВА
5900000000,5925000000,5925087800,5925087801,С,СТАНОВА
5900000000,5925000000,5925087800,5925087802,С,ОВОДІВКА
5900000000,5925000000,5925087800,5925087803,С,ТУЧНЕ
5900000000,5925300000,,,,ШОСТКИНСЬКИЙ РАЙОН/М.ШОСТКА
5900000000,5925300000,5925355000,,,СЕЛИЩА МІСЬКОГО ТИПУ ШОСТКИНСЬКОГО Р-НУ
5900000000,5925300000,5925355300,,Т,ВОРОНІЖ
5900000000,5925300000,5925355300,5925355301,С,КУРДЮМІВКА
5900000000,5925300000,5925355300,5925355302,С,МАСИКІВ
5900000000,5925300000,5925380000,,,СІЛЬРАДИ ШОСТКИНСЬКОГО Р-НУ
5900000000,5925300000,5925380400,,,БОГДАНІВСЬКА/С.БОГДАНІВКА
5900000000,5925300000,5925380400,5925380401,С,БОГДАНІВКА
5900000000,5925300000,5925380400,5925380404,С,ПИРОГІВКА
5900000000,5925300000,5925380800,,,ВОВНЯНСЬКА/С.ВОВНА
5900000000,5925300000,5925380800,5925380801,С,ВОВНА
5900000000,5925300000,5925380800,5925380802,С,ДІБРІВКА
5900000000,5925300000,5925381000,,,ГАМАЛІЇВСЬКА/С.ГАМАЛІЇВКА
5900000000,5925300000,5925381000,5925381001,С,ГАМАЛІЇВКА
5900000000,5925300000,5925381000,5925381003,С,ГУКОВЕ
5900000000,5925300000,5925381200,,,ГЛАЗІВСЬКА/С.ГЛАЗОВЕ
5900000000,5925300000,5925381200,5925381201,С,ГЛАЗОВЕ
5900000000,5925300000,5925381700,,,ІВОТСЬКА/С.ІВОТ
5900000000,5925300000,5925381700,5925381701,С,ІВОТ
5900000000,5925300000,5925382500,,,КАЛІЇВСЬКА/С.КАЛІІВКА
5900000000,5925300000,5925382500,5925382501,С,КАЛІЇВКА
5900000000,5925300000,5925382500,5925382502,С,ГУДІВЩИНА
5900000000,5925300000,5925383000,,,КЛИШКІВСЬКА/С.КЛИШКИ
5900000000,5925300000,5925383000,5925383001,С,КЛИШКИ
5900000000,5925300000,5925383000,5925383002,С,ЗАБОЛОТНЕ
5900000000,5925300000,5925383000,5925383003,С,МОСКОВСЬКЕ
5900000000,5925300000,5925383000,5925383004,С,СОЛОТВИНЕ
5900000000,5925300000,5925383000,5925383005,С,ХОЛОДІВЩИНА
5900000000,5925300000,5925383000,5925383006,С,ВЕЛИКИЙ ЛІС
5900000000,5925300000,5925383500,,,КОВТУНІВСЬКА/С.КОВТУНОВЕ
5900000000,5925300000,5925383500,5925383501,С,КОВТУНОВЕ
5900000000,5925300000,5925383500,5925383503,С,БОГДАНКА
5900000000,5925300000,5925383500,5925383505,С,ЧОРНІ ЛОЗИ
5900000000,5925300000,5925384200,,,МАКІВСЬКА/С.МАКОВЕ
5900000000,5925300000,5925384200,5925384201,С,МАКОВЕ
5900000000,5925300000,5925384900,,,МИРОНІВСЬКА/С.МИРОНІВКА
5900000000,5925300000,5925384900,5925384901,С,МИРОНІВКА
5900000000,5925300000,5925384900,5925384902,С,КРУПЕЦЬ
5900000000,5925300000,5925384900,5925384903,С,ШКИРМАНІВКА
5900000000,5925300000,5925386100,,,СОБИЧІВСЬКА/С.СОБИЧЕВЕ
5900000000,5925300000,5925386100,5925386101,С,СОБИЧЕВЕ
5900000000,5925300000,5925386600,,,СОБИЦЬКА/С.СОБИЧ
5900000000,5925300000,5925386600,5925386601,С,СОБИЧ
5900000000,5925300000,5925386600,5925386602,С,ЛІСНЕ
5900000000,5925300000,5925386800,,,ТИМАНІВСЬКА/С.ТИМАНІВКА
5900000000,5925300000,5925386800,5925386801,С,ТИМАНІВКА
5900000000,5925300000,5925386800,5925386803,С,БЕНЗИКИ
5900000000,5925300000,5925387300,,,ЧАПЛІЇВСЬКА/С.ЧАПЛІЇВКА
5900000000,5925300000,5925387300,5925387301,С,ЧАПЛІЇВКА
5900000000,5925300000,5925387300,5925387307,С,ЛУШНИКИ
5900000000,5925600000,,,,ЯМПІЛЬСЬКИЙ РАЙОН/СМТ ЯМПІЛЬ
5900000000,5925600000,5925610000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ЯМПІЛЬСЬКОГО Р-НУ
5900000000,5925600000,5925610300,,М,ДРУЖБА
5900000000,5925600000,5925610300,5925610301,С,ДОВЖИК
5900000000,5925600000,5925610300,5925610302,С,БУГОР
5900000000,5925600000,5925610300,5925610303,С,ВАСИЛЕЦЬ
5900000000,5925600000,5925610300,5925610304,С,ДОРОШЕНКОВЕ
5900000000,5925600000,5925610300,5925610305,С,ДОРОШІВКА
5900000000,5925600000,5925610300,5925610306,С,КОСИНСЬКЕ
5900000000,5925600000,5925610300,5925610307,С,МИКИТСЬКЕ
5900000000,5925600000,5925610300,5925610308,С,ОБ'ЄДНАНЕ
5900000000,5925600000,5925610300,5925610309,С,ПАЛАЩЕНКОВЕ
5900000000,5925600000,5925610300,5925610310,С,РОМАНЬКОВЕ
5900000000,5925600000,5925610300,5925610311,С,ЧУЙКІВКА
5900000000,5925600000,5925655000,,,СЕЛИЩА МІСЬКОГО ТИПУ ЯМПІЛЬСЬКОГО Р-НУ
5900000000,5925600000,5925655100,,Т,ЯМПІЛЬ
5900000000,5925600000,5925655100,5925655101,С,ДІБРОВА
5900000000,5925600000,5925655100,5925655102,С,ІВОТКА
5900000000,5925600000,5925655100,5925655103,С,ІМШАНА
5900000000,5925600000,5925655100,5925655104,Щ,НЕПЛЮЄВЕ
5900000000,5925600000,5925655100,5925655105,С,ОЛЬГИНЕ
5900000000,5925600000,5925655100,5925655106,Щ,ПРИВОКЗАЛЬНЕ
5900000000,5925600000,5925655100,5925655107,С,ПРУДИЩЕ
5900000000,5925600000,5925655100,5925655108,С,РОСТОВ
5900000000,5925600000,5925655700,,Т,СВЕСА
5900000000,5925600000,5925680000,,,СІЛЬРАДИ ЯМПІЛЬСЬКОГО Р-НУ
5900000000,5925600000,5925680200,,,АНТОНІВСЬКА/С.АНТОНІВКА
5900000000,5925600000,5925680200,5925680201,С,АНТОНІВКА
5900000000,5925600000,5925680200,5925680203,С,ЛІСНЕ
5900000000,5925600000,5925680300,,,БІЛИЦЬКА/С.БІЛИЦЯ
5900000000,5925600000,5925680300,5925680301,С,БІЛИЦЯ
5900000000,5925600000,5925680300,5925680303,С,БАЗЕЛІВЩИНА
5900000000,5925600000,5925680300,5925680305,С,ОЛЕКСАНДРІВСЬКЕ
5900000000,5925600000,5925680300,5925680307,С,ЧИЖИКОВЕ
5900000000,5925600000,5925680400,,,ВОЗДВИЖЕНСЬКА/С.ВОЗДВИЖЕНСЬКЕ
5900000000,5925600000,5925680400,5925680401,С,ВОЗДВИЖЕНСЬКЕ
5900000000,5925600000,5925680400,5925680402,С,ГОВОРУНОВЕ
5900000000,5925600000,5925680400,5925680403,С,ГРЕМ'ЯЧКА
5900000000,5925600000,5925680400,5925680404,С,ОКІП
5900000000,5925600000,5925680400,5925680405,С,ОЛИНЕ
5900000000,5925600000,5925680400,5925680406,С,РОЖДЕСТВЕНСЬКЕ
5900000000,5925600000,5925680400,5925680407,С,СОРОКОВИЙ КЛИН
5900000000,5925600000,5925680400,5925680408,С,ТУРАНІВКА
5900000000,5925600000,5925681500,,,КНЯЖИЦЬКА/С.КНЯЖИЧІ
5900000000,5925600000,5925681500,5925681501,С,КНЯЖИЧІ
5900000000,5925600000,5925681500,5925681502,С,ВЕСЕЛИЙ ГАЙ
5900000000,5925600000,5925681500,5925681503,С,ГИРИНЕ
5900000000,5925600000,5925681500,5925681504,С,ОРЛІВ ЯР
5900000000,5925600000,5925681500,5925681505,С,СТЕПАНІВКА
5900000000,5925600000,5925681900,,,МАРЧИХИНОБУДСЬКА/С.МАРЧИХИНА БУДА
5900000000,5925600000,5925681900,5925681901,С,МАРЧИХИНА БУДА
5900000000,5925600000,5925681900,5925681902,С,ДЕМ'ЯНІВКА
5900000000,5925600000,5925681900,5925681903,С,ЛОМЛЕНКА
5900000000,5925600000,5925681900,5925681904,С,РОДІОНІВКА
5900000000,5925600000,5925681900,5925681905,С,РУДЕНКА
5900000000,5925600000,5925682500,,,МИКИТІВСЬКА/С.МИКИТІВКА
5900000000,5925600000,5925682500,5925682501,С,МИКИТІВКА
5900000000,5925600000,5925682500,5925682502,С,ЗЕЛЕНА ДІБРОВА
5900000000,5925600000,5925682500,5925682503,С,ЗОРИНЕ
5900000000,5925600000,5925683000,,,ОРЛІВСЬКА/С.ОРЛІВКА
5900000000,5925600000,5925683000,5925683001,С,ОРЛІВКА
5900000000,5925600000,5925683000,5925683002,С,РЖАНЕ
5900000000,5925600000,5925683000,5925683003,С,ШЕВЧЕНКОВЕ
5900000000,5925600000,5925683500,,,ПАЛІЇВСЬКА/С.ПАЛІЇВКА
5900000000,5925600000,5925683500,5925683501,С,ПАЛІЇВКА
5900000000,5925600000,5925683700,,,СТЕПНЕНСЬКА/С.СТЕПНЕ
5900000000,5925600000,5925683700,5925683701,С,СТЕПНЕ
5900000000,5925600000,5925683700,5925683702,С,МАЙСЬКЕ
5900000000,5925600000,5925683700,5925683703,С,ФЕОФІЛІВКА
5900000000,5925600000,5925684200,,,УСОЦЬКА/С.УСОК
5900000000,5925600000,5925684200,5925684201,С,УСОК
5900000000,5925600000,5925686000,,,ШАТРИЩЕНСЬКА/С.ШАТРИЩЕ
5900000000,5925600000,5925686000,5925686001,С,ШАТРИЩЕ
5900000000,5925600000,5925686000,5925686003,С,ДЕРАЖНЯ
5900000000,5925600000,5925686000,5925686005,С,ПАПІРНЯ
5900000000,5925600000,5925686000,5925686006,С,СКОБИЧІВСЬКЕ
6100000000,,,,,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ
6100000000,6110000000,,,,МІСТА ОБЛАСНОГО ПІДПОРЯДКУВАННЯ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ
6100000000,6110100000,,,М,ТЕРНОПІЛЬ
6100000000,6110100000,6110190000,,,"НАСЕЛЕНI ПУНКТИ, ПIДПОРЯДКОВАНI ТЕРНОПIЛЬСЬКIЙ МIСЬКРАДI"
6100000000,6110100000,6110190000,6110190001,С,ВЕРТЕЛКА
6100000000,6110100000,6110190000,6110190002,С,ГЛЯДКИ
6100000000,6110100000,6110190000,6110190003,С,ГОРОДИЩЕ
6100000000,6110100000,6110190000,6110190004,С,ІВАНКІВЦІ
6100000000,6110100000,6110190000,6110190005,С,КОБЗАРІВКА
6100000000,6110100000,6110190000,6110190006,С,КУРІВЦІ
6100000000,6110100000,6110190000,6110190007,С,МАЛАШІВЦІ
6100000000,6110100000,6110190000,6110190008,С,НОСІВЦІ
6100000000,6110100000,6110190000,6110190009,С,ПЛЕСКІВЦІ
6100000000,6110100000,6110190000,6110190010,С,ЧЕРНИХІВ
6100000000,6110300000,,,М,ЧОРТКІВ
6100000000,6110300000,6110390000,,,"НАСЕЛЕНI ПУНКТИ, ПIДПОРЯДКОВАНI ЧОРТКIВСЬКIЙ МIСЬКРАДI"
6100000000,6110300000,6110390000,6110390001,С,БИЧКІВЦІ
6100000000,6110300000,6110390000,6110390002,С,БІЛА
6100000000,6110300000,6110390000,6110390003,С,ГОРІШНЯ ВИГНАНКА
6100000000,6110300000,6110390000,6110390004,С,ПАСТУШЕ
6100000000,6110300000,6110390000,6110390005,С,ПЕРЕХОДИ
6100000000,6110300000,6110390000,6110390006,С,РОСОХАЧ
6100000000,6110300000,6110390000,6110390007,С,СКОРОДИНЦІ
6100000000,6110500000,,,М,БЕРЕЖАНИ
6100000000,6110500000,6110590000,,,"НАСЕЛЕНІ ПУНКТИ, ПІДПОРЯДКОВАНІ БЕРЕЖАНСЬКІЙ МІСЬКРАДІ"
6100000000,6110500000,6110590000,6110590001,С,ЛІСНИКИ
6100000000,6110500000,6110590000,6110590002,С,РАЙ
6100000000,6110700000,,,М,КРЕМЕНЕЦЬ
6100000000,6120000000,,,,РАЙОНИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ
6100000000,6120400000,,,,БЕРЕЖАНСЬКИЙ РАЙОН/М.БЕРЕЖАНИ
6100000000,6120400000,6120480000,,,СІЛЬРАДИ БЕРЕЖАНСЬКОГО Р-НУ
6100000000,6120400000,6120480600,,,БІЩІВСЬКА/С.БІЩЕ
6100000000,6120400000,6120480600,6120480601,С,БІЩЕ
6100000000,6120400000,6120480600,6120480603,С,ЗАЛУЖЖЯ
6100000000,6120400000,6120480600,6120480605,С,ПОРУЧИН
6100000000,6120400000,6120480900,,,ВЕРБІВСЬКА/С.ВЕРБІВ
6100000000,6120400000,6120480900,6120480901,С,ВЕРБІВ
6100000000,6120400000,6120481600,,,ЖОВНІВСЬКА/С.ЖОВНІВКА
6100000000,6120400000,6120481600,6120481601,С,ЖОВНІВКА
6100000000,6120400000,6120481800,,,ЖУКІВСЬКА/С.ЖУКІВ
6100000000,6120400000,6120481800,6120481801,С,ЖУКІВ
6100000000,6120400000,6120481800,6120481802,С,ГИНОВИЧІ
6100000000,6120400000,6120481800,6120481804,С,ПІДЛІСНЕ
6100000000,6120400000,6120482500,,,КУРОПАТНИЦЬКА/С.КУРОПАТНИКИ
6100000000,6120400000,6120482500,6120482501,С,КУРОПАТНИКИ
6100000000,6120400000,6120482500,6120482502,С,БАРАНІВКА
6100000000,6120400000,6120482500,6120482503,С,ЯСНЕ
6100000000,6120400000,6120482700,,,КУРЯНІВСЬКА/С.КУРЯНИ
6100000000,6120400000,6120482700,6120482701,С,КУРЯНИ
6100000000,6120400000,6120482700,6120482707,С,ПАВЛІВ
6100000000,6120400000,6120483000,,,ЛАПШИНСЬКА/С.ЛАПШИН
6100000000,6120400000,6120483000,6120483001,С,ЛАПШИН
6100000000,6120400000,6120483000,6120483002,С,ГАЙОК
6100000000,6120400000,6120483900,,,МЕЧИЩІВСЬКА/С.МЕЧИЩІВ
6100000000,6120400000,6120483900,6120483901,С,МЕЧИЩІВ
6100000000,6120400000,6120483900,6120483902,С,КУТИ
6100000000,6120400000,6120483900,6120483903,С,НАДОРОЖНІВ
6100000000,6120400000,6120483900,6120483904,С,ЧЕРВОНЕ
6100000000,6120400000,6120484900,,,НАДРІЧНЯНСЬКА/С.НАДРІЧНЕ
6100000000,6120400000,6120484900,6120484901,С,НАДРІЧНЕ
6100000000,6120400000,6120485100,,,НАРАЇВСЬКА/С.НАРАЇВ
6100000000,6120400000,6120485100,6120485101,С,НАРАЇВ
6100000000,6120400000,6120485100,6120485102,С,ДУЛЯБИ
6100000000,6120400000,6120485100,6120485103,С,ШАЙБІВКА
6100000000,6120400000,6120485700,,,ПІДВИСОЦЬКА/С.ПІДВИСОКЕ
6100000000,6120400000,6120485700,6120485701,С,ПІДВИСОКЕ
6100000000,6120400000,6120485700,6120485703,С,ГУТИСЬКО
6100000000,6120400000,6120485700,6120485705,С,ДЕМНЯ
6100000000,6120400000,6120486000,,,ПОСУХІВСЬКА/С.ПОСУХІВ
6100000000,6120400000,6120486000,6120486001,С,ПОСУХІВ
6100000000,6120400000,6120486400,,,ПОТУТОРСЬКА/С.ПОТУТОРИ
6100000000,6120400000,6120486400,6120486401,С,ПОТУТОРИ
6100000000,6120400000,6120486700,,,БОЖИКІВСЬКА/С.БОЖИКІВ
6100000000,6120400000,6120486700,6120486701,С,БОЖИКІВ
6100000000,6120400000,6120486700,6120486702,С,КВІТКОВЕ
6100000000,6120400000,6120486700,6120486705,С,ВОЛОЩИНА
6100000000,6120400000,6120487000,,,РЕКШИНСЬКА/С.РЕКШИН
6100000000,6120400000,6120487000,6120487001,С,РЕКШИН
6100000000,6120400000,6120487000,6120487003,С,ДВІРЦІ
6100000000,6120400000,6120487000,6120487005,С,ПИСАРІВКА
6100000000,6120400000,6120487000,6120487007,С,ПОТОЧАНИ
6100000000,6120400000,6120487000,6120487009,С,СТРИГАНЦІ
6100000000,6120400000,6120487300,,,РОГАЧИНСЬКА/С.РОГАЧИН
6100000000,6120400000,6120487300,6120487301,С,РОГАЧИН
6100000000,6120400000,6120487300,6120487302,С,ВОЛИЦЯ
6100000000,6120400000,6120487900,,,САРАНЧУКІВСЬКА/С.САРАНЧУКИ
6100000000,6120400000,6120487900,6120487901,С,САРАНЧУКИ
6100000000,6120400000,6120487900,6120487902,С,БАЗНИКІВКА
6100000000,6120400000,6120487900,6120487903,С,ВІЛЬХОВЕЦЬ
6100000000,6120400000,6120487900,6120487904,С,КОТІВ
6100000000,6120400000,6120487900,6120487905,С,ЛІТЯТИН
6100000000,6120400000,6120487900,6120487906,С,МОЛОХІВ
6100000000,6120400000,6120487900,6120487907,С,НОВА ГРЕБЛЯ
6100000000,6120400000,6120487900,6120487908,С,РИБНИКИ
6100000000,6120400000,6120487900,6120487909,С,ТРОСТЯНЕЦЬ
6100000000,6120400000,6120488400,,,СЛОВ'ЯТИНСЬКА/С.СЛОВ'ЯТИН
6100000000,6120400000,6120488400,6120488401,С,СЛОВ'ЯТИН
6100000000,6120400000,6120488400,6120488403,С,ДІБРОВА
6100000000,6120400000,6120489100,,,УРМАНСЬКА/С.УРМАНЬ
6100000000,6120400000,6120489100,6120489101,С,УРМАНЬ
6100000000,6120400000,6120489100,6120489102,С,КРАСНОПУЩА
6100000000,6120400000,6120489100,6120489103,С,ПЛІХІВ
6100000000,6120400000,6120489400,,,ШИБАЛИНСЬКА/С.ШИБАЛИН
6100000000,6120400000,6120489400,6120489401,С,ШИБАЛИН
6100000000,6120400000,6120489400,6120489402,С,КОМАРІВКА
6100000000,6120800000,,,,БОРЩІВСЬКИЙ РАЙОН/М.БОРЩІВ
6100000000,6120800000,6120810000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ БОРЩІВСЬКОГО Р-НУ
6100000000,6120800000,6120810100,,М,БОРЩІВ
6100000000,6120800000,6120855000,,,СЕЛИЩА МІСЬКОГО ТИПУ БОРЩІВСЬКОГО Р-НУ
6100000000,6120800000,6120855400,,Т,МЕЛЬНИЦЯ-ПОДІЛЬСЬКА
6100000000,6120800000,6120855400,6120855401,С,БІЛІВЦІ
6100000000,6120800000,6120855400,6120855402,С,ЗЕЛЕНЕ
6100000000,6120800000,6120855400,6120855403,С,БОРИШКІВЦІ
6100000000,6120800000,6120855400,6120855404,С,ВИГОДА
6100000000,6120800000,6120855400,6120855405,С,ВІЛЬХОВЕЦЬ
6100000000,6120800000,6120855400,6120855406,С,ГОРОШОВА
